pt1_cam1_X,pt1_cam1_Y
579.321888,165.529814
581.377946,169.641930
583.434004,173.754046
579.321888,177.866162
577.265830,184.034337
575.209772,198.426743
573.153714,212.819150
571.097655,251.884253
546.424958,237.491847
542.312842,262.164544
540.256784,290.949357
546.424958,311.509938
542.312842,325.902345
540.256784,334.126577
536.144668,338.238693
523.808319,332.070519
513.528029,332.070519
505.303797,327.958403
497.079564,319.734170
492.967448,303.285706
497.079564,293.005415
511.471971,258.052428
534.088610,231.323673
548.481017,204.594917
556.705249,190.202511
573.153714,175.810104
587.546120,161.417698
597.826411,155.249523
597.826411,157.305581
595.770352,163.473756
587.546120,167.585872
581.377946,181.978279
577.265830,196.370685
571.097655,210.763092
556.705249,212.819150
556.705249,245.716079
550.537075,266.276660
550.537075,282.725125
544.368900,305.341764
546.424958,319.734170
550.537075,340.294751
546.424958,342.350809
546.424958,342.350809
546.424958,342.350809
538.200726,342.350809
527.920436,338.238693
529.976494,330.014461
529.976494,315.622054
536.144668,290.949357
546.424958,274.500892
573.153714,237.491847
589.602178,208.707034
595.770352,179.922220
601.938527,161.417698
606.050643,140.857117
618.386991,124.408652
616.330933,124.408652
616.330933,114.128362
612.218817,124.408652
612.218817,124.408652
610.162759,138.801059
606.050643,138.801059
606.050643,153.193465
601.938527,169.641930
587.546120,188.146453
587.546120,204.594917
583.434004,227.211556
571.097655,251.884253
562.873423,251.884253
556.705249,280.669067
554.649191,295.061473
542.312842,311.509938
542.312842,321.790228
542.312842,332.070519
542.312842,332.070519
523.808319,346.462925
527.920436,340.294751
527.920436,340.294751
523.808319,340.294751
517.640145,330.014461
517.640145,327.958403
523.808319,321.790228
525.864378,311.509938
525.864378,293.005415
532.032552,274.500892
548.481017,249.828195
562.873423,249.828195
577.265830,221.043382
575.209772,210.763092
581.377946,196.370685
581.377946,188.146453
583.434004,177.866162
581.377946,169.641930
581.377946,169.641930
577.265830,169.641930
575.209772,171.697988
571.097655,186.090395
564.929481,190.202511
564.929481,206.650976
552.593133,214.875208
548.481017,229.267614
548.481017,241.603963
542.312842,266.276660
542.312842,290.949357
544.368900,309.453880
544.368900,323.846286
540.256784,325.902345
544.368900,338.238693
544.368900,338.238693
536.144668,340.294751
529.976494,340.294751
527.920436,336.182635
523.808319,330.014461
517.640145,321.790228
519.696203,311.509938
521.752261,293.005415
529.976494,272.444834
536.144668,247.772137
566.985539,233.379731
575.209772,218.987324
573.153714,206.650976
579.321888,194.314627
579.321888,184.034337
579.321888,173.754046
579.321888,169.641930
577.265830,167.585872
573.153714,165.529814
573.153714,171.697988
571.097655,188.146453
564.929481,202.538859
560.817365,212.819150
542.312842,218.987324
540.256784,241.603963
534.088610,264.220602
534.088610,290.949357
536.144668,315.622054
544.368900,325.902345
542.312842,334.126577
542.312842,334.126577
534.088610,348.518983
523.808319,346.462925
523.808319,334.126577
517.640145,332.070519
515.584087,332.070519
509.415913,315.622054
505.303797,301.229648
505.303797,274.500892
511.471971,243.660021
544.368900,225.155498
564.929481,208.707034
564.929481,198.426743
566.985539,188.146453
569.041597,181.978279
569.041597,184.034337
575.209772,179.922220
571.097655,179.922220
564.929481,196.370685
564.929481,206.650976
562.873423,225.155498
540.256784,229.267614
538.200726,247.772137
540.256784,268.332718
540.256784,297.117531
536.144668,309.453880
534.088610,334.126577
542.312842,346.462925
542.312842,350.575042
534.088610,342.350809
521.752261,344.406867
515.584087,338.238693
503.247739,330.014461
492.967448,321.790228
492.967448,315.622054
501.191681,284.781183
492.967448,253.940312
540.256784,235.435789
546.424958,210.763092
560.817365,190.202511
569.041597,184.034337
579.321888,173.754046
583.434004,167.585872
589.602178,165.529814
591.658236,167.585872
583.434004,179.922220
583.434004,190.202511
577.265830,206.650976
564.929481,223.099440
548.481017,231.323673
546.424958,249.828195
544.368900,280.669067
546.424958,299.173589
544.368900,315.622054
548.481017,330.014461
544.368900,338.238693
542.312842,344.406867
532.032552,348.518983
532.032552,348.518983
523.808319,348.518983
511.471971,334.126577
505.303797,325.902345
507.359855,315.622054
507.359855,293.005415
509.415913,262.164544
556.705249,239.547905
562.873423,202.538859
571.097655,184.034337
587.546120,161.417698
597.826411,142.913175
606.050643,128.520768
614.274875,120.296536
614.274875,120.296536
614.274875,120.296536
608.106701,128.520768
603.994585,142.913175
597.826411,153.193465
591.658236,165.529814
587.546120,196.370685
585.490062,212.819150
583.434004,233.379731
558.761307,233.379731
554.649191,260.108486
560.817365,278.613009
556.705249,301.229648
546.424958,315.622054
542.312842,325.902345
534.088610,332.070519
527.920436,336.182635
523.808319,340.294751
511.471971,334.126577
511.471971,338.238693
505.303797,325.902345
507.359855,307.397822
501.191681,293.005415
505.303797,268.332718
548.481017,239.547905
556.705249,214.875208
575.209772,184.034337
587.546120,169.641930
597.826411,149.081349
601.938527,144.969233
610.162759,138.801059
608.106701,136.745001
603.994585,138.801059
595.770352,140.857117
585.490062,153.193465
575.209772,163.473756
569.041597,179.922220
564.929481,202.538859
560.817365,214.875208
550.537075,237.491847
544.368900,260.108486
544.368900,284.781183
544.368900,307.397822
548.481017,321.790228
546.424958,330.014461
544.368900,340.294751
540.256784,344.406867
534.088610,344.406867
523.808319,340.294751
523.808319,330.014461
519.696203,323.846286
519.696203,313.565996
523.808319,295.061473
527.920436,270.388776
569.041597,243.660021
579.321888,214.875208
587.546120,192.258569
589.602178,181.978279
599.882469,153.193465
599.882469,151.137407
603.994585,136.745001
597.826411,132.632884
601.938527,126.464710
593.714294,132.632884
593.714294,142.913175
581.377946,144.969233
573.153714,155.249523
569.041597,167.585872
562.873423,186.090395
558.761307,210.763092
550.537075,216.931266
542.312842,237.491847
538.200726,270.388776
542.312842,290.949357
544.368900,313.565996
544.368900,319.734170
544.368900,334.126577
538.200726,338.238693
529.976494,348.518983
534.088610,338.238693
523.808319,334.126577
517.640145,325.902345
517.640145,315.622054
509.415913,309.453880
519.696203,282.725125
519.696203,264.220602
558.761307,239.547905
560.817365,210.763092
569.041597,196.370685
571.097655,188.146453
577.265830,171.697988
577.265830,165.529814
577.265830,161.417698
573.153714,159.361640
577.265830,159.361640
569.041597,171.697988
564.929481,177.866162
560.817365,186.090395
566.985539,208.707034
538.200726,208.707034
540.256784,229.267614
542.312842,260.108486
544.368900,284.781183
544.368900,303.285706
544.368900,319.734170
544.368900,334.126577
544.368900,346.462925
536.144668,342.350809
529.976494,340.294751
517.640145,342.350809
509.415913,327.958403
499.135622,317.678112
497.079564,307.397822
499.135622,282.725125
507.359855,249.828195
548.481017,237.491847
554.649191,214.875208
562.873423,194.314627
566.985539,188.146453
577.265830,175.810104
581.377946,171.697988
581.377946,171.697988
579.321888,175.810104
579.321888,184.034337
571.097655,198.426743
571.097655,208.707034
569.041597,225.155498
542.312842,227.211556
542.312842,253.940312
538.200726,280.669067
540.256784,297.117531
540.256784,315.622054
540.256784,332.070519
540.256784,338.238693
536.144668,346.462925
525.864378,346.462925
521.752261,340.294751
505.303797,336.182635
505.303797,330.014461
513.528029,305.341764
507.359855,284.781183
505.303797,262.164544
546.424958,235.435789
560.817365,206.650976
566.985539,186.090395
579.321888,161.417698
599.882469,151.137407
601.938527,142.913175
601.938527,142.913175
608.106701,149.081349
597.826411,151.137407
591.658236,167.585872
583.434004,184.034337
581.377946,198.426743
577.265830,225.155498
560.817365,229.267614
556.705249,255.996370
556.705249,278.613009
558.761307,303.285706
552.593133,321.790228
554.649191,327.958403
548.481017,340.294751
538.200726,344.406867
534.088610,340.294751
525.864378,334.126577
513.528029,332.070519
517.640145,321.790228
519.696203,299.173589
523.808319,282.725125
517.640145,255.996370
571.097655,223.099440
579.321888,194.314627
587.546120,171.697988
599.882469,149.081349
610.162759,130.576826
616.330933,126.464710
620.443050,118.240478
616.330933,118.240478
612.218817,120.296536
610.162759,132.632884
603.994585,138.801059
603.994585,144.969233
597.826411,169.641930
597.826411,181.978279
593.714294,202.538859
587.546120,216.931266
581.377946,241.603963
554.649191,249.828195
552.593133,272.444834
546.424958,299.173589
546.424958,311.509938
538.200726,323.846286
536.144668,332.070519
536.144668,338.238693
527.920436,344.406867
525.864378,344.406867
521.752261,336.182635
521.752261,327.958403
517.640145,315.622054
509.415913,305.341764
519.696203,276.556950
515.584087,258.052428
566.985539,229.267614
577.265830,204.594917
585.490062,186.090395
595.770352,167.585872
599.882469,151.137407
599.882469,144.969233
601.938527,140.857117
599.882469,138.801059
595.770352,134.688943
587.546120,138.801059
579.321888,155.249523
569.041597,167.585872
562.873423,186.090395
562.873423,214.875208
542.312842,206.650976
538.200726,235.435789
536.144668,260.108486
536.144668,297.117531
536.144668,309.453880
540.256784,319.734170
540.256784,336.182635
540.256784,344.406867
542.312842,334.126577
538.200726,346.462925
527.920436,342.350809
525.864378,340.294751
521.752261,336.182635
529.976494,317.678112
529.976494,303.285706
529.976494,288.893299
534.088610,274.500892
566.985539,247.772137
583.434004,225.155498
585.490062,194.314627
587.546120,188.146453
589.602178,173.754046
589.602178,165.529814
589.602178,151.137407
587.546120,149.081349
585.490062,151.137407
585.490062,151.137407
571.097655,157.305581
573.153714,169.641930
564.929481,188.146453
558.761307,210.763092
548.481017,206.650976
540.256784,237.491847
536.144668,255.996370
534.088610,278.613009
540.256784,299.173589
540.256784,319.734170
540.256784,330.014461
538.200726,342.350809
527.920436,336.182635
527.920436,336.182635
519.696203,338.238693
519.696203,327.958403
519.696203,317.678112
519.696203,303.285706
525.864378,278.613009
527.920436,253.940312
564.929481,227.211556
566.985539,204.594917
573.153714,177.866162
581.377946,171.697988
585.490062,155.249523
585.490062,155.249523
585.490062,144.969233
587.546120,147.025291
581.377946,147.025291
581.377946,153.193465
573.153714,167.585872
573.153714,179.922220
571.097655,192.258569
566.985539,214.875208
550.537075,225.155498
554.649191,243.660021
554.649191,272.444834
554.649191,288.893299
550.537075,311.509938
544.368900,330.014461
548.481017,330.014461
544.368900,338.238693
529.976494,340.294751
513.528029,327.958403
501.191681,330.014461
501.191681,319.734170
492.967448,293.005415
497.079564,280.669067
501.191681,255.996370
542.312842,231.323673
552.593133,214.875208
556.705249,192.258569
573.153714,177.866162
575.209772,171.697988
575.209772,171.697988
583.434004,163.473756
587.546120,169.641930
583.434004,177.866162
577.265830,192.258569
577.265830,206.650976
571.097655,218.987324
548.481017,227.211556
544.368900,255.996370
546.424958,282.725125
546.424958,299.173589
544.368900,323.846286
548.481017,336.182635
548.481017,342.350809
544.368900,350.575042
534.088610,354.687158
534.088610,346.462925
529.976494,338.238693
523.808319,332.070519
511.471971,323.846286
521.752261,307.397822
523.808319,278.613009
560.817365,260.108486
573.153714,208.707034
583.434004,188.146453
593.714294,163.473756
603.994585,144.969233
614.274875,134.688943
614.274875,120.296536
616.330933,116.184420
616.330933,116.184420
610.162759,126.464710
608.106701,138.801059
601.938527,149.081349
595.770352,161.417698
595.770352,175.810104
595.770352,202.538859
597.826411,210.763092
587.546120,233.379731
558.761307,241.603963
558.761307,268.332718
554.649191,297.117531
548.481017,305.341764
538.200726,325.902345
536.144668,334.126577
534.088610,340.294751
527.920436,342.350809
517.640145,336.182635
513.528029,336.182635
521.752261,327.958403
521.752261,315.622054
521.752261,286.837241
525.864378,258.052428
583.434004,227.211556
595.770352,196.370685
606.050643,173.754046
614.274875,153.193465
614.274875,128.520768
624.555166,116.184420
620.443050,114.128362
620.443050,112.072304
612.218817,120.296536
612.218817,132.632884
608.106701,132.632884
603.994585,147.025291
599.882469,165.529814
599.882469,181.978279
593.714294,200.482801
589.602178,223.099440
587.546120,245.716079
554.649191,245.716079
552.593133,268.332718
548.481017,286.837241
542.312842,309.453880
542.312842,319.734170
536.144668,334.126577
529.976494,338.238693
527.920436,340.294751
527.920436,342.350809
527.920436,342.350809
519.696203,338.238693
519.696203,338.238693
519.696203,323.846286
525.864378,309.453880
532.032552,290.949357
532.032552,274.500892
536.144668,245.716079
581.377946,229.267614
587.546120,202.538859
591.658236,184.034337
595.770352,163.473756
601.938527,149.081349
603.994585,138.801059
599.882469,136.745001
599.882469,138.801059
593.714294,136.745001
583.434004,142.913175
579.321888,155.249523
569.041597,167.585872
566.985539,186.090395
560.817365,206.650976
548.481017,206.650976
548.481017,233.379731
558.761307,268.332718
558.761307,286.837241
558.761307,303.285706
556.705249,319.734170
556.705249,327.958403
552.593133,334.126577
542.312842,342.350809
538.200726,342.350809
536.144668,338.238693
532.032552,334.126577
532.032552,323.846286
529.976494,315.622054
525.864378,301.229648
529.976494,272.444834
569.041597,255.996370
579.321888,225.155498
585.490062,200.482801
587.546120,181.978279
589.602178,171.697988
591.658236,159.361640
593.714294,147.025291
589.602178,138.801059
589.602178,140.857117
589.602178,140.857117
581.377946,153.193465
575.209772,165.529814
569.041597,179.922220
564.929481,200.482801
560.817365,221.043382
546.424958,223.099440
546.424958,247.772137
546.424958,280.669067
550.537075,303.285706
552.593133,315.622054
552.593133,330.014461
552.593133,338.238693
536.144668,330.014461
532.032552,338.238693
517.640145,338.238693
511.471971,332.070519
507.359855,321.790228
490.911390,309.453880
490.911390,293.005415
490.911390,268.332718
484.743216,237.491847
536.144668,216.931266
548.481017,198.426743
558.761307,184.034337
573.153714,165.529814
589.602178,157.305581
595.770352,153.193465
601.938527,155.249523
591.658236,157.305581
597.826411,163.473756
587.546120,181.978279
585.490062,192.258569
575.209772,214.875208
560.817365,225.155498
550.537075,243.660021
550.537075,276.556950
548.481017,305.341764
550.537075,321.790228
548.481017,336.182635
546.424958,336.182635
540.256784,350.575042
527.920436,346.462925
525.864378,338.238693
521.752261,330.014461
505.303797,323.846286
505.303797,309.453880
505.303797,286.837241
497.079564,266.276660
550.537075,235.435789
554.649191,200.482801
569.041597,177.866162
579.321888,159.361640
593.714294,147.025291
599.882469,136.745001
608.106701,132.632884
610.162759,132.632884
606.050643,144.969233
597.826411,151.137407
587.546120,161.417698
583.434004,181.978279
579.321888,202.538859
573.153714,214.875208
560.817365,221.043382
554.649191,249.828195
554.649191,278.613009
552.593133,303.285706
552.593133,321.790228
552.593133,330.014461
546.424958,338.238693
542.312842,344.406867
532.032552,344.406867
525.864378,344.406867
521.752261,338.238693
517.640145,332.070519
517.640145,311.509938
519.696203,303.285706
513.528029,295.061473
564.929481,253.940312
575.209772,225.155498
583.434004,200.482801
595.770352,173.754046
599.882469,159.361640
603.994585,147.025291
608.106701,134.688943
608.106701,134.688943
603.994585,138.801059
595.770352,144.969233
591.658236,155.249523
587.546120,165.529814
579.321888,184.034337
579.321888,200.482801
573.153714,218.987324
550.537075,231.323673
554.649191,251.884253
554.649191,282.725125
554.649191,299.173589
550.537075,315.622054
548.481017,323.846286
540.256784,336.182635
532.032552,340.294751
529.976494,342.350809
529.976494,340.294751
521.752261,332.070519
527.920436,327.958403
536.144668,309.453880
529.976494,293.005415
532.032552,266.276660
569.041597,243.660021
579.321888,206.650976
591.658236,184.034337
593.714294,163.473756
603.994585,151.137407
603.994585,136.745001
608.106701,130.576826
606.050643,130.576826
603.994585,126.464710
595.770352,132.632884
587.546120,138.801059
581.377946,163.473756
571.097655,179.922220
569.041597,194.314627
569.041597,214.875208
546.424958,216.931266
544.368900,247.772137
544.368900,268.332718
544.368900,290.949357
546.424958,311.509938
544.368900,325.902345
544.368900,332.070519
544.368900,332.070519
538.200726,336.182635
527.920436,332.070519
527.920436,338.238693
523.808319,327.958403
523.808319,325.902345
529.976494,309.453880
521.752261,301.229648
534.088610,278.613009
542.312842,255.996370
573.153714,243.660021
579.321888,212.819150
589.602178,196.370685
595.770352,181.978279
591.658236,165.529814
593.714294,151.137407
599.882469,144.969233
593.714294,142.913175
589.602178,142.913175
585.490062,153.193465
583.434004,161.417698
573.153714,169.641930
566.985539,186.090395
569.041597,206.650976
550.537075,210.763092
544.368900,235.435789
552.593133,262.164544
552.593133,288.893299
556.705249,303.285706
556.705249,321.790228
554.649191,332.070519
540.256784,336.182635
536.144668,332.070519
527.920436,334.126577
527.920436,342.350809
519.696203,323.846286
513.528029,317.678112
509.415913,309.453880
513.528029,284.781183
513.528029,258.052428
546.424958,233.379731
562.873423,200.482801
571.097655,186.090395
577.265830,167.585872
589.602178,155.249523
597.826411,142.913175
603.994585,138.801059
595.770352,140.857117
589.602178,140.857117
589.602178,149.081349
585.490062,153.193465
577.265830,177.866162
575.209772,196.370685
566.985539,210.763092
540.256784,206.650976
558.761307,237.491847
558.761307,268.332718
556.705249,288.893299
554.649191,311.509938
552.593133,319.734170
546.424958,334.126577
546.424958,334.126577
536.144668,334.126577
523.808319,342.350809
523.808319,336.182635
523.808319,325.902345
509.415913,315.622054
507.359855,297.117531
503.247739,276.556950
505.303797,247.772137
552.593133,225.155498
564.929481,204.594917
566.985539,192.258569
579.321888,179.922220
579.321888,173.754046
579.321888,171.697988
589.602178,165.529814
583.434004,179.922220
579.321888,186.090395
577.265830,204.594917
573.153714,221.043382
554.649191,223.099440
558.761307,239.547905
548.481017,266.276660
548.481017,293.005415
548.481017,311.509938
548.481017,319.734170
544.368900,336.182635
536.144668,344.406867
523.808319,338.238693
509.415913,336.182635
503.247739,327.958403
490.911390,319.734170
482.687158,301.229648
490.911390,280.669067
484.743216,258.052428
517.640145,235.435789
534.088610,206.650976
546.424958,177.866162
569.041597,151.137407
589.602178,136.745001
606.050643,124.408652
614.274875,120.296536
624.555166,122.352594
626.611224,122.352594
614.274875,132.632884
603.994585,140.857117
597.826411,153.193465
589.602178,175.810104
583.434004,190.202511
583.434004,212.819150
581.377946,231.323673
556.705249,243.660021
556.705249,260.108486
556.705249,290.949357
552.593133,307.397822
552.593133,321.790228
540.256784,336.182635
536.144668,334.126577
529.976494,344.406867
521.752261,340.294751
511.471971,330.014461
505.303797,323.846286
507.359855,317.678112
507.359855,299.173589
503.247739,280.669067
499.135622,258.052428
542.312842,229.267614
554.649191,202.538859
569.041597,179.922220
583.434004,161.417698
593.714294,142.913175
606.050643,138.801059
612.218817,134.688943
612.218817,134.688943
603.994585,140.857117
595.770352,147.025291
591.658236,151.137407
579.321888,167.585872
571.097655,190.202511
573.153714,223.099440
558.761307,216.931266
556.705249,243.660021
552.593133,276.556950
552.593133,301.229648
552.593133,315.622054
552.593133,321.790228
552.593133,332.070519
542.312842,330.014461
534.088610,342.350809
532.032552,346.462925
527.920436,346.462925
523.808319,342.350809
519.696203,334.126577
515.584087,327.958403
515.584087,313.565996
513.528029,295.061473
517.640145,270.388776
517.640145,249.828195
566.985539,223.099440
575.209772,206.650976
579.321888,186.090395
589.602178,163.473756
591.658236,159.361640
591.658236,144.969233
593.714294,136.745001
589.602178,136.745001
581.377946,147.025291
579.321888,149.081349
571.097655,155.249523
564.929481,177.866162
562.873423,200.482801
546.424958,204.594917
542.312842,233.379731
538.200726,258.052428
538.200726,282.725125
538.200726,303.285706
542.312842,319.734170
542.312842,327.958403
546.424958,340.294751
540.256784,336.182635
536.144668,336.182635
527.920436,330.014461
525.864378,321.790228
521.752261,309.453880
517.640145,297.117531
517.640145,282.725125
525.864378,253.940312
569.041597,225.155498
577.265830,200.482801
591.658236,181.978279
591.658236,163.473756
595.770352,151.137407
601.938527,138.801059
597.826411,132.632884
597.826411,134.688943
593.714294,138.801059
587.546120,138.801059
579.321888,151.137407
575.209772,159.361640
562.873423,177.866162
562.873423,202.538859
542.312842,204.594917
544.368900,225.155498
536.144668,253.940312
536.144668,280.669067
538.200726,299.173589
542.312842,321.790228
544.368900,323.846286
542.312842,338.238693
536.144668,332.070519
534.088610,336.182635
532.032552,332.070519
523.808319,321.790228
517.640145,311.509938
513.528029,297.117531
513.528029,274.500892
550.537075,243.660021
562.873423,223.099440
569.041597,196.370685
577.265830,177.866162
585.490062,163.473756
587.546120,161.417698
595.770352,149.081349
591.658236,147.025291
587.546120,155.249523
587.546120,161.417698
579.321888,177.866162
577.265830,188.146453
575.209772,208.707034
575.209772,223.099440
554.649191,227.211556
554.649191,253.940312
554.649191,284.781183
554.649191,305.341764
554.649191,321.790228
554.649191,332.070519
